,Time,Desc,img,day,month
4965,"NOVEMBER 7, 2017","myogi_adityanath
Verified
लखनऊ में आयोजित #HCLSamuday प्रोजेक्ट का दीप प्रज्जवलित कर शुभारंभ किया।
278w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/23421326_1927042717544318_1935190458305085440_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=BEgAcof4-_4AX8sFljl&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY0Mjc4ODk4NDE2NTEyNjI5MQ%3D%3D.2-ccb7-5&oh=00_AfBkOc_MB-1a4U6xV6RzaGf0bW2NT6bUdpWKKuWuiyfgMg&oe=6414B66E&_nc_sid=6136e7,7,November
795,"FEBRUARY 17, 2022","bjp4up
Verified
प्रधानमंत्री श्री नरेन्द्र मोदी आज पतेहपुर में विशाल जनसभा को संबोधित करेंगे...

#welcome2022 #modi #uttarpradesh #bjp4up #जनता_की_हुंकार_भाजपा_सरकार #yogiadityanath #आएगी_तो_बीजेपी_ही #yogiadityanath #VoteForYogi
55w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/274163682_1052326415345320_3834984560995793136_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=7pvGjlrGj-gAX8cyd79&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc3NTM5NTc4NDAxMzQzMjE5Nw%3D%3D.2-ccb7-5&oh=00_AfBnMxxHdExG2M-JXkOpCwb3088vSXCDa4wqPXbqdPcz5Q&oe=6414A5C8&_nc_sid=6136e7,17,February
4668,"JANUARY 5, 2018","myogi_adityanath
Verified
जनपद वाराणसी की विकास परियोजनाओं एवं कानून-व्यवस्था की समीक्षा की।
270w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/25023776_535470200166507_1629547975497744384_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=e7Qqc0_GBfgAX8T76BO&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY4NTY3OTAzODMzMTcwMDA1Mw%3D%3D.2-ccb7-5&oh=00_AfAwBOGPdvyoG0HE7D98UNscrNN8DwvmMqB2PElFMb8iGA&oe=64133BC7&_nc_sid=6136e7,5,January
583,"MAY 17, 2022","bjp4up
Verified
समस्त प्रदेशवासियों को ज्येष्ठ माह के प्रथम बड़े मंगल पर हार्दिक बधाई एवं शुभकामनाएं
42w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/281174131_525194045947126_8289222550216524566_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Q15RLAs2PjIAX-Bn2Dn&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjgzOTkwODg1ODIxOTQzNzc4OQ%3D%3D.2-ccb7-5&oh=00_AfATh8QUhu3giEsNM76PoCDg2_vEXoavNKDLTWzGezdV0A&oe=641375F4&_nc_sid=6136e7,17,May
4392,"FEBRUARY 23, 2018","myogi_adityanath
Verified
माननीय राष्ट्रपति श्री रामनाथ कोविंद जी, माननीय राज्यपाल श्री राम नाईक जी ने दीप प्रज्ज्वलित कर यूपी इंवेस्टर्स समिट 2018 के समापन समारोह का शुभारंभ किया।
263w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/27892538_406419953150781_5340413987123101696_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=EYAHCavr600AX9tGIEO&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTcyMTA3Nzc4OTQwOTc5NDQ4NA%3D%3D.2-ccb7-5&oh=00_AfCehEcftpRJNXnYZZHGhtbnluCHXYEG807H9j_J760fJQ&oe=64133FB0&_nc_sid=6136e7,23,February
4606,"JANUARY 20, 2018","myogi_adityanath
Verified
आज आदरणीय राष्ट्रीय अध्यक्ष श्री @AmitShah जी के साथ इंडियन इंस्टीट्यूट आॅफ जेम एंड ज्वैलरी के वाराणसी स्थित परिसर का निरीक्षण किया।
268w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/26226082_601230366875207_7842130599073546240_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=111&_nc_ohc=5CY4bNclSYgAX87lrkz&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY5NjYwMTA5MjAwNjU5MTI3OA%3D%3D.2-ccb7-5&oh=00_AfBau3fVtGBGthGZZEcfWiT1XmTJsvC5fKfxmmt7rViQPw&oe=64143350&_nc_sid=6136e7,20,January
4751,"DECEMBER 18, 2017","myogi_adityanath
Verified
उत्तर प्रदेश के कानपुर देहात की सिकंदरा विधानसभा के उप चुनाव में प्रचार के दौरान कल सिकंदरा विधानसभा के राजपुर में विधानसभा प्रत्याशी श्री अजीत पाल जी के समर्थन में विशाल जनसभा को सम्बोधित किया।
273w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/25017518_145105916148190_4068651626494164992_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=8nlhrogSzAgAX-HjFHl&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY3MjMyNjU2MzkzMTQ3NzMxNg%3D%3D.2-ccb7-5&oh=00_AfAxTqy70j51T9GMjtiocGSeuJJdBdBMzsr7Kz9pbg-gdQ&oe=641482A7&_nc_sid=6136e7,18,December
4361,"MARCH 4, 2018","myogi_adityanath
Verified
इलाहाबाद के प्रीतमनगर, दुर्गापूजा पार्क में भाजपा लोक सभा (फूलपुर) उम्मीदवार श्री कौशलेन्द्र सिंह पटेल जी के पक्ष में उपस्थित जनसमूह को सम्बोधित किया।
262w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/28155425_198098294280758_4532789410525085696_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=7UIZgrgKZVEAX-5JMBZ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTcyNzgwNDIwNDgwODExNjE2MA%3D%3D.2-ccb7-5&oh=00_AfDrqJOctVgitB0Qt3JSoikybEJe4JFkCyQFqG29QqhHoA&oe=6413B56B&_nc_sid=6136e7,4,March
697,"MARCH 6, 2022","bjp4up
Verified
भाजपा फिर करके दिखाएगी...

#भाजपा_का_संकल्प #लोककल्याण_संकल्प_पत्र #भाजपा_है_तो_भरोसा_है #bjp4up #upelection2022 #BJPWinningUP
53w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/275277221_2479913612142093_2273906307099490227_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Y6zDS-1bON4AX9Zh0B3&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4ODA0MTE4MTc4NTk3NjEyNg%3D%3D.2-ccb7-5&oh=00_AfAi40CaKhY6NSSkZGsxxaLB3raxjn4fGdwZ7Krx2k3PLw&oe=641353C6&_nc_sid=6136e7,6,March
607,"APRIL 26, 2022","bjp4up
Verified
हम सबका छोटा-सा प्रयास
देश का होगा और विकास

माइक्रो डोनेशन अभियान से जुड़िए और 'नमो ऐप' के माध्यम से 5 रुपये से एक हजार रुपये तक दान करें

नीचे दिए लिंक पर क्लिक करें-

https://www.narendramodi.in/donation/KHNVBV-
45w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/279216186_714155629779149_9220656794966334700_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=E66TFQSMeuYAX_rGpBU&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjgyNDk3NTk5ODg3ODkzOTgyOA%3D%3D.2-ccb7-5&oh=00_AfDoDtN4p2i4S63XrJZkrUwgV0vlcx4UhFPt8yZjUtxQCA&oe=6412E9C9&_nc_sid=6136e7,26,April
498,"JUNE 1, 2022","bjp4up
Verified
8 साल सेवा, सुशासन और गरीब कल्याण...

बौद्धिक संपदा प्रक्रिया को सरल और डिजिटलीकृत किया गया।

#8YearsOfEODB
40w
See translation
cfkhvfdzrahvdd
👏
40wReply",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/285167042_541547274047124_8357225567618609851_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=_pIFk_Q3VAUAX-XDQTY&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg1MTAzNzc1MDQ3MzU3MzUwOA%3D%3D.2-ccb7-5&oh=00_AfBOCFrg9zzHCl2Hwt-T2JkiMrKhlnirCH5Ft-4jFsdvrQ&oe=6413F64E&_nc_sid=6136e7,1,June
764,"FEBRUARY 22, 2022","bjp4up
Verified
सनातन संस्कृति की पावन धरा प्रयागराज में उमड़ा ये जनसैलाब भाजपा की प्रचंड विजय का द्योतक है... 🔥

#यूपी_फिर_मांगे_भाजपा_सरकार #bjp4up #जनता_की_हुंकार_भाजपा_सरकार #uttarpradesh #प्रयागराज #VoteForYogi #BJPWinningUP #yogiadityanath
54w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/274367472_687991192383120_8650605063276745842_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=ZNU95-5U8NQAX8EbE_n&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc3OTM4NjM0NjkzNjg5OTQ1NQ%3D%3D.2-ccb7-5&oh=00_AfC4-scpzg-XC28Ec9-_Ho7suTIRZAKrMa5-MLliTza7Bg&oe=641408A8&_nc_sid=6136e7,22,February
4311,"MARCH 25, 2018","myogi_adityanath
Verified
राज्य सरकार 02 अप्रैल से 16 अप्रैल, 2018 तक जेई/एईएस के बचाव एवं उपचार के सम्बन्ध में जागरूकता अभियान संचालित करेगी।
259w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/29092496_1736227453091543_4856534218412392448_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=111&_nc_ohc=8S9lyWUBXYMAX-Vn0U7&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTc0MjU2NzU5MDM3NzQ5MDA3OA%3D%3D.2-ccb7-5&oh=00_AfDYTSCZNkuH4KVvcpGDko6paSSEl642Rg0nratneWGJXA&oe=64135312&_nc_sid=6136e7,25,March
5160,"MARCH 1, 2022","socialist_akhileshyadav
Verified
कह रहा ये जनसैलाब है
गोरखपुर सपा के साथ है
53w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/274908274_423746422841346_2358184317127719531_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=iau9DVf-ywEAX_oIzaI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4NDM0MDA0NTI4NTM3MTQ2MA%3D%3D.2-ccb7-5&oh=00_AfABpjYWcs0zk4oZSxZxNjmP33SHAxKUjv402mbCNebtZw&oe=641206F4&_nc_sid=6136e7,1,March
4316,"MARCH 25, 2018","myogi_adityanath
Verified
इस अवसर पर आयोजित गोष्ठी ‘यूपीटेटीबी, टीबी हारेगा-यूपी जीतेगा’ में रिमोट के माध्यम से 65 सीबीनेट मशीनों तथा 56 डीआरटीबी केन्द्रों तथा अत्याधुनिक जांच हेतु 02 मोबाइल वैन का उद्घाटन किया, तथा आयोजित प्रदर्शनी का अवलोकन भी किया।
259w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/29095504_160789957918813_4261562221487718400_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=1WamJ621M7UAX97Aqnw&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTc0MjU2NTYzNzYyNjA3NzIxOA%3D%3D.2-ccb7-5&oh=00_AfDBH9kTU9RAJEV40dXs0DV9Wg_Oxa_WidUFsmZ2wwrcog&oe=64144C9F&_nc_sid=6136e7,25,March
703,"MARCH 6, 2022","bjp4up
Verified
प्रधानमंत्री श्री नरेंद्र मोदी के अथक प्रयासों से यूक्रेन से सकुशल प्रदेश वापस आए छात्र-छात्राओं से मुख्यमंत्री श्री योगी आदित्यनाथ ने लखनऊ स्थित अपने सरकारी आवास पर भेंट कर उनका कुशल क्षेम जाना।

#operationganga
53w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/275180425_1313055129171044_8045083765999450898_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=e1Q8X00NYcMAX_-sD12&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4NzgxMTQyNTk2MDg2NjAyMQ%3D%3D.2-ccb7-5&oh=00_AfCnyMgOaREj3RnQYohLcJ1saNiu21eeMSOFZ9ecTDL1xQ&oe=64141577&_nc_sid=6136e7,6,March
4505,"JANUARY 28, 2018","myogi_adityanath
Verified
लखनऊ में सुपर स्पोर्ट्स सोसाइटी द्वारा आयोजित इण्डियन ऑयल सुपर स्पोर्ट्स कप, 2018 फुटबॉल टूर्नामेन्ट के समापन कार्यक्रम को सम्बोधित किया। राज्य सरकार खेलों को बढ़ावा देने के लिए लगातार प्रयास कर रही है।
267w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/26381673_1735662696516274_9199886391176069120_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=83HV_yqImQwAX-5Od-m&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTcwMjM4Njk4Mzc0ODE4MzE1MQ%3D%3D.2-ccb7-5&oh=00_AfB1jp1JKp_DUbiIsm96NaWu1DYLHSACbX_0oMLbamipaA&oe=6414E63B&_nc_sid=6136e7,28,January
5612,"NOVEMBER 6, 2020","socialist_akhileshyadav
Verified
समाजवादी पार्टी के स्थापना वर्ष के प्रथम अधिवेशन के प्रथम दिवस..
122w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/123515026_412031990206321_6401810231146951820_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=nblmxh8SLLAAX-aLA-u&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjQzNjE5NDY0NTYyNDM3MDkwNA%3D%3D.2-ccb7-5&oh=00_AfB2pcTi9ouspp1XnbUpnxSkFfmelwJswuvTZrLSmDUJrw&oe=6411E4C3&_nc_sid=6136e7,6,November
715,"MARCH 4, 2022","bjp4up
Verified
जन-जन तक पहुँचाना है मोदीजी का स्नेहपूर्ण प्रणाम...

#BJPWinningUP #मेरा_वोट_भाजपा_को #uttarpradesh #कमल_का_बटन_दबाएं #कमल_संग_पूर्वांचल #आएगी_तो_बीजेपी_ही #यूपी_फिर_मांगे_भाजपा_सरकार
53w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/275032932_537666740862250_5755768307421464238_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=BVmzTKVpNfkAX_2eB17&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4NjM0NzkxNDY2MzU2OTMzMA%3D%3D.2-ccb7-5&oh=00_AfAl19K4phCvyzv2FfAlewvLPD1CoqKuGnGNpcNiX8cs2g&oe=64144DCB&_nc_sid=6136e7,4,March
700,"MARCH 6, 2022","bjp4up
Verified
भाजपा फिर करके दिखाएगी...

#भाजपा_का_संकल्प #लोककल्याण_संकल्प_पत्र #bjp4up #upelection2022 #BJPWinningUP
53w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/275222623_1033377524188489_6260913943545464841_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=X_7qTFAxZloAX9uQfnm&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4NzkyMDY3MDgxOTgyODY1OQ%3D%3D.2-ccb7-5&oh=00_AfCTDgMn7RHVVQSwhOX0m_fogjrspFh_ROa_HQrbHXxW0w&oe=64131BF9&_nc_sid=6136e7,6,March
4733,"DECEMBER 23, 2017","myogi_adityanath
Verified
आज केंद्रीय पेट्रोलियम एवं प्राकृतिक गैस व कौशल विकास मंत्री श्री धर्मेंद्र प्रधान जी के साथ उत्तर प्रदेश कौशल विकास प्रशिक्षण केंद्र के उद्घाटन समारोह का दीप प्रज्वलित कर शुभारम्भ किया।
272w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/25013428_150927045556146_4509263594017259520_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=MOHTBW4-sQ8AX-XBGbe&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY3NjM0Mjc5Njc1MDIwOTgwOA%3D%3D.2-ccb7-5&oh=00_AfBYobtYagPv7qWCccFgHfiA0gLweSIX--NpnAYq6_UpiA&oe=6414175B&_nc_sid=6136e7,23,December
5673,"MARCH 3, 2020","socialist_akhileshyadav
Verified
We wish the very best to all the students who had received laptops during our term which has enabled them to achieve their desired horizons and now given them the courage to dream even bigger .This is the real empowerment that we are striving for.
Edited · 157w",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/87560533_225258065322724_1817846458795682623_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=bcLpVc9cDpUAX_bJrGl&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjI1Njg2ODAyMTM2MDkwNTg3MA%3D%3D.2-ccb7-5&oh=00_AfAClK35HCJDVPf2XQEizPmMHVTdhCuEfzyfHIj6nMsDVw&oe=6411C299&_nc_sid=6136e7,3,March
4945,"NOVEMBER 9, 2017","myogi_adityanath
Verified
आज शास्त्री भवन में फिल्म अभिनेता रवि किशन ने भेंट की और उत्तर प्रदेश में फिल्म उद्योग को प्रोत्साहन देने के विषय पर चर्चा की।
278w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/23347371_372415606537616_8077467855974563840_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=RxbKbmQCVhMAX-B-UyL&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY0NDQwMjI3Njk1MjI0MTg4MQ%3D%3D.2-ccb7-5&oh=00_AfCKtfhTfm4zxxiW6_PN8YzXm3IFTH2_npYHI4yerEnxLw&oe=6414B43D&_nc_sid=6136e7,9,November
5015,"OCTOBER 23, 2017","myogi_adityanath
Verified
प्रधानमंत्री जी के नेतृत्व में भारत दुनिया की उभरती हुई अर्थव्यवस्था के रूप में आगे बढ़ रहा है।
280w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/22710694_1968219466776850_6534262093359611904_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=d7IW0lQ7sD8AX-r3m_G&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTYzMjA2NTQxMDY3NjU4NDc1Mg%3D%3D.2-ccb7-5&oh=00_AfBSB6EiNXjQpH43VHHmG3EOKoc0Q9v8KVa42WokMVgCeQ&oe=64148E38&_nc_sid=6136e7,23,October
5707,"DECEMBER 4, 2018","socialist_akhileshyadav
Verified
Visited Khajanchi’s village.
Edited · 222w",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/46420472_2310427668968059_4260360487423418462_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=JxE26hukzbsAX_1SOzM&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTkyNjk1MDI1NTM5MjM1MDg1MA%3D%3D.2-ccb7-5&oh=00_AfA_nsIh_scHKdviiU6jiSpnqDX7tU8ZL2sIZBTM3cXJEg&oe=64121932&_nc_sid=6136e7,4,December
4682,"JANUARY 3, 2018","myogi_adityanath
Verified
आज विधान भवन, लखनऊ में केंद्रीय राज्य आवासन एवं शहरी कार्य मंत्री श्री हरदीप सिंह पुरी ने राज्यसभा के लिए नामांकन किया।
270w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/26155137_528724404169765_8581609016940036096_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=3w4C6QDHwHAAX-YfqJp&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY4NDI2MDg5ODk3NjE0NTIyMw%3D%3D.2-ccb7-5&oh=00_AfAQYk4vw3mxfeF-lIMbEnD52GQE_xbRPMtBkRG6SM25Sw&oe=641438DE&_nc_sid=6136e7,3,January
